BCFtools,DeepVariant,FreeBayes,GATK
10744190,10727822,10730368,10741527
10745779,10728251,10730390,10741539
10750053,10728252,10730449,10741562
10752578,10729744,10730529,10741566
10752838,10729948,10730625,10741863
10752976,10729951,10730655,10742054
10753035,10729966,10730791,10742599
10753052,10729969,10730804,10742611
10753085,10729973,10731396,10742626
10753092,10730031,10735061,10742635
10754254,10730041,10735563,10742680
10754299,10730066,10737402,10742708
10754301,10730255,10738422,10742893
10754303,10730390,10739301,10743304
10755517,10730449,10739332,10744175
10755546,10730529,10739989,10744872
10755594,10730625,10740976,10745779
10755640,10730655,10741320,10746769
10755663,10730791,10741343,10746809
10759859,10730804,10741377,10747597
10761550,10731396,10741527,10747658
10769573,10731574,10741539,10749802
10769642,10731810,10741604,10749872
10769672,10734727,10741863,10750053
10771420,10735061,10742054,10750109
10772470,10735563,10742143,10752478
10772728,10736399,10742599,10752519
10772730,10737402,10742611,10752521
10775047,10737607,10742626,10752539
10775051,10738422,10742635,10752578
10775234,10738429,10742708,10752615
10775250,10739140,10742913,10752651
10775423,10739149,10743304,10752675
10776081,10739271,10744175,10752736
10776269,10739301,10744190,10752820
10776410,10739332,10744872,10752838
10776520,10739989,10745779,10752976
10776600,10740976,10746769,10753035
10776603,10741089,10747597,10753052
10778555,10741320,10747658,10753085
10778684,10741327,10749802,10753092
10779921,10741343,10749872,10754096
10780385,10741377,10750053,10754254
10780538,10741527,10750109,10754299
10780714,10741539,10750587,10754301
10782115,10741562,10752478,10754303
10782292,10741566,10752578,10754449
10783352,10741863,10752615,10755517
10783480,10742054,10752675,10755546
10783487,10742073,10752838,10755554
10783536,10742599,10752976,10755555
10784165,10742611,10753035,10755594
10784236,10742626,10753052,10755640
10928536,10742635,10753085,10755663
10935917,10742680,10753092,10757250
10935961,10742708,10754096,10759859
10944825,10742893,10754254,10761506
10949395,10742913,10755517,10767280
10949944,10743304,10755546,10767537
10950411,10744175,10755594,10767972
10959121,10744190,10755640,10769470
11026887,10744872,10755663,10769479
11032079,10745104,10757250,10769484
11032775,10745779,10758739,10769573
11032816,10746486,10759859,10769642
11034360,10746503,10761506,10769672
11034479,10746653,10761550,10770024
11034481,10746769,10766637,10771420
11034490,10746809,10767025,10771549
11034949,10747597,10767280,10772019
11034987,10747658,10767537,10772027
11035210,10749802,10767623,10772162
11035213,10749872,10767972,10772470
11035792,10750053,10768001,10772598
11036519,10750109,10769479,10772599
11036979,10750587,10769484,10772728
11039506,10752478,10769573,10772730
11040978,10754096,10769642,10772919
11040997,10754254,10769672,10772942
11041172,10754299,10770024,10775047
11050529,10754301,10771549,10775051
11050536,10754303,10772019,10775176
11050549,10754330,10772027,10775234
11050622,10754449,10772470,10775249
11051373,10755517,10772836,10775250
11051379,10755546,10772919,10775423
11051402,10755554,10772942,10775447
11051412,10755555,10774433,10775819
11051514,10755594,10774445,10776081
11051544,10755640,10775234,10776269
11051598,10755663,10775250,10776435
11051599,10757250,10775423,10776446
11051632,10757498,10775447,10776520
11051649,10758739,10775819,10776570
11053236,10759859,10776081,10778264
11053718,10761506,10776269,10778267
11056800,10761550,10776446,10778666
11058270,10764831,10776520,10778682
11062021,10766637,10776570,10778684
11065452,10767280,10778555,10779533
11065456,10767537,10778602,10779573
11065462,10767623,10779453,10779576
11065504,10767972,10779533,10779797
11065514,10768001,10779797,10779921
11066153,10769470,10779921,10780385
11066177,10769479,10779990,10780538
11066249,10769484,10780385,10780714
11066292,10769573,10780413,10781272
11066301,10769642,10780714,10782115
11066318,10769672,10781272,10783305
11066411,10770024,10782045,10783352
11066446,10771420,10782115,10783480
11066465,10771549,10782292,10783487
11066466,10771619,10782669,10783536
11066506,10772019,10782679,10784165
11066509,10772027,10783352,10784236
11066573,10772162,10783397,10924930
11066582,10772470,10783480,10928536
11066611,10772598,10783487,10935917
11066622,10772599,10783536,10935961
11066643,10772728,10784165,10935974
11066652,10772730,10784236,10935982
11066653,10772836,10924930,10935986
11066715,10772919,10928536,10936015
11066725,10772942,10929764,10936021
11066726,10775047,10929801,10938819
11067156,10775051,10936342,10940530
11067164,10775176,10936348,10940951
11067253,10775234,10938819,10941480
11067257,10775249,10944825,10944825
11067281,10775250,10947001,10947001
11067311,10775423,10949395,10947741
11067558,10775447,10949940,10949395
11067580,10775819,10949944,10949940
11067747,10776081,10950411,10949944
11067805,10776269,10959121,10950411
11067806,10776408,10960103,10959078
11067894,10776410,11023821,10959121
11067912,10776411,11024265,10959269
11068023,10776435,11024406,10960103
11068044,10776446,11026887,11017572
11068057,10776520,11026910,11024265
11068074,10776570,11030880,11031582
11068089,10776600,11030994,11032551
11068101,10776603,11031582,11032632
11068117,10776675,11032079,11032652
11068129,10777284,11032409,11032775
11068158,10778264,11032632,11032816
11068161,10778267,11032652,11032834
11068184,10778478,11032775,11032856
11068208,10778555,11034360,11032953
11068234,10778602,11034479,11034360
11068242,10778666,11034481,11034949
11295467,10778682,11034490,11034987
11295468,10778684,11034949,11035210
11295551,10778782,11034987,11035213
11295564,10779453,11035319,11035252
11295587,10779533,11035792,11035253
11295697,10779573,11036519,11035581
11295744,10779576,11036979,11035760
11299142,10779797,11037186,11035792
11300938,10779921,11037359,11036519
11313177,10779990,11037387,11036979
11547561,10780385,11037912,11037359
11571117,10780538,11038614,11037387
11571122,10780714,11039037,11037984
11571141,10781272,11039283,11039506
11571367,10782045,11039506,11040644
11574933,10782115,11039642,11041172
11574934,10782292,11040644,11041210
11574946,10783305,11040847,11044118
11577046,10783352,11040892,11044122
11577052,10783397,11040997,11046637
11577106,10783480,11042495,11050488
11577109,10783487,11050529,11050504
11578689,10783536,11050536,11050529
11582719,10784130,11050549,11050536
11582745,10784153,11050622,11050549
11593119,10784165,11051373,11050622
11599495,10784236,11051379,11050779
11599773,10849890,11051402,11050780
11599916,10924930,11051412,11051373
11601205,10928536,11051514,11051379
11601210,10929764,11051544,11051402
11601348,10929801,11051632,11051412
11601369,10933846,11051649,11051544
11604057,10933853,11053236,11051598
11604116,10933854,11053243,11051599
11604541,10933870,11053835,11051632
11604586,10933877,11055463,11051649
11605122,10935917,11056800,11053236
11606687,10936342,11056981,11053243
11606689,10936348,11057270,11053512
11615752,10936462,11058270,11053513
11623875,10938819,11061408,11053718
11624850,10941480,11062021,11053835
11625356,10944825,11063751,11055344
11625682,10947001,11064700,11055358
11628572,10950411,11065231,11055513
11628722,10960103,11065462,11055934
11815860,11017343,11065504,11055941
11816875,11017572,11065514,11055942
11832795,11023821,11066153,11055954
11832808,11024265,11066177,11056800
11832885,11024406,11066249,11056981
11859681,11025150,11066292,11057148
11884520,11026065,11066301,11058270
12053794,11026874,11066318,11061408
12178595,11026887,11066411,11061988
12178629,11026910,11066446,11062021
12178658,11030880,11066573,11062048
12306145,11031582,11066582,11062743
12308097,11032079,11066611,11063661
12308151,11032409,11066622,11063818
12309758,11032551,11066715,11063823
12309767,11032632,11067156,11064411
12355771,11032652,11067164,11065222
12355915,11032775,11067281,11065231
12355942,11032834,11067311,11065452
12355946,11032953,11067447,11065456
12367617,11034134,11067558,11065462
12367755,11034360,11067580,11065697
12367811,11034479,11067627,11065700
12389567,11034481,11067747,11066153
12584737,11034490,11067894,11066177
12601671,11034987,11067912,11066249
12602430,11034988,11068023,11066292
12602521,11035210,11068044,11066301
12604517,11035213,11068074,11066306
12604532,11035253,11068089,11066318
12604537,11035343,11068101,11066411
12604696,11035375,11068117,11066446
12604910,11035581,11068129,11066465
12604927,11035792,11068184,11066466
12606570,11036062,11068208,11066573
12615274,11036102,11276724,11066582
12616293,11036117,11276731,11066611
12616347,11036325,11285026,11066622
12618034,11036519,11295551,11066624
12618086,11036979,11295564,11066636
12618203,11037047,11295697,11066640
12618276,11037186,11295744,11066643
12620843,11037359,11299142,11066652
12621159,11037387,11300938,11066653
12622891,11037902,11303341,11066715
12622937,11037905,11307217,11066725
12625167,11037912,11313177,11066726
12626853,11037984,11327252,11066797
12630004,11037986,11327870,11066798
12637191,11038614,11349672,11067156
12692731,11039037,11353047,11067164
12692784,11039283,11353054,11067253
12692854,11039506,11362967,11067257
12692863,11040644,11547561,11067281
12692873,11040674,11569058,11067311
12692889,11040892,11569078,11067447
12693256,11040997,11569264,11067558
12693277,11041210,11569282,11067580
12693284,11042495,11569293,11067627
12693310,11044118,11569319,11067747
12693324,11044122,11571117,11067805
12693335,11050622,11571122,11067806
12693342,11051310,11571141,11067855
12693351,11051373,11571367,11067894
12693375,11051379,11571379,11067912
12693384,11051402,11572435,11067913
12693422,11051412,11574946,11068023
12693423,11051514,11577046,11068044
12693446,11051598,11577052,11068074
12693473,11051599,11577749,11068089
12693480,11051632,11577981,11068101
12693539,11051649,11578001,11068117
12693542,11053236,11578643,11068129
12693553,11053243,11578689,11068158
12693560,11053512,11578857,11068161
12693586,11053718,11582719,11068184
12693659,11053835,11582745,11068208
12693689,11053856,11584488,11068234
12693690,11054836,11593119,11068242
12693712,11054869,11599495,11258563
12693738,11055344,11599773,11264906
12693794,11055463,11599916,11265121
12693795,11055513,11601002,11279246
12693814,11055901,11601205,11279365
12693828,11055934,11601210,11295545
12693863,11055942,11601348,11295551
12693914,11055954,11601369,11295564
12693956,11056800,11604057,11295587
12693969,11056981,11604116,11295672
12693977,11057148,11604541,11295697
12693978,11057270,11604586,11299142
12693994,11058068,11605122,11300938
12694025,11058270,11611057,11303341
12694031,11061408,11612613,11307217
12694036,11061988,11615752,11313177
12694038,11062021,11615929,11318976
12694048,11062048,11623875,11327870
12694062,11062743,11624850,11349672
12812510,11062806,11625356,11353047
15487345,11062807,11625682,11353054
15541395,11062824,11628572,11560843
15562384,11062826,11628722,11560846
15584652,11063661,11628948,11569264
15613040,11063751,11716320,11569282
15613107,11063805,11815791,11569293
15613117,11063818,11815797,11570916
15625572,11063823,11815860,11571117
15625887,11064411,11816875,11571122
15627614,11064512,11816938,11571141
15627640,11064700,11819453,11571226
15631410,11065222,11829409,11571367
15631442,11065231,11829424,11571379
15631572,11065452,11829827,11574933
15631636,11065456,11832611,11574934
15631867,11065462,11832618,11574946
15721141,11065504,11832795,11577046
15722446,11065514,11832885,11577052
15729715,11065697,11859681,11577106
15818903,11065700,11884520,11577109
15854494,11066153,11912019,11577286
16032133,11066177,11914035,11577290
16095893,11066249,12053794,11577301
16132524,11066292,12166727,11577304
16132677,11066301,12178571,11577749
16132814,11066318,12178595,11577866
16132845,11066411,12178629,11577881
16136566,11066611,12178658,11578643
16136704,11066725,12178873,11578689
16136724,11066726,12178880,11582719
16136750,11066797,12293626,11582745
16136818,11066798,12296971,11584488
16136819,11066990,12306145,11584499
16136832,11067050,12307885,11584500
16136948,11067156,12308097,11584511
16137186,11067164,12308151,11584517
16137216,11067311,12309758,11593119
16137278,11067447,12309767,11599495
16137304,11067558,12354818,11599773
16139350,11067580,12355771,11599916
16139379,11067627,12355915,11600409
16139472,11068044,12367617,11601002
16139522,11068158,12367732,11601205
16140529,11068208,12367755,11601210
16140611,11068234,12367811,11601348
16143347,11068310,12389567,11601369
16146005,11131210,12497402,11604057
16146113,11131216,12559286,11604116
16146143,11150700,12567444,11604541
16146152,11258563,12584737,11604586
16146502,11258629,12584915,11606687
16154601,11264906,12584920,11606689
16154615,11265085,12598002,11611057
16154642,11265121,12601671,11611244
16154840,11266368,12602030,11615752
16155484,11285026,12604517,11615929
16159296,11286602,12604532,11623875
16159370,11295587,12604537,11624850
16159687,11296595,12604910,11625356
16160820,11299142,12604927,11625682
16161019,11300938,12606570,11628572
16161190,11301696,12606738,11628722
16195800,11303341,12615274,11716320
16196062,11307217,12616293,11816875
16196248,11313177,12616347,11816938
16196362,11318976,12618034,11819453
16196556,11326316,12618086,11829765
16196645,11326343,12618203,11832611
16196814,11326355,12620843,11832618
16196823,11326531,12621159,11832673
16196956,11327050,12622891,11832795
16197003,11327252,12622937,11832808
16197281,11327271,12625167,11859681
16197403,11327273,12626853,11884520
16197423,11327320,12629253,11903133
16197638,11327870,12630004,11910124
16198000,11336765,12636277,11910143
16198043,11336791,12636515,11912019
16198158,11338168,12636582,11912218
16212512,11338174,12636776,11912220
16212979,11338353,12637191,11912248
16213416,11349672,12692592,11912249
16254620,11353047,12692604,11912253
16254624,11353054,12692705,11914035
16386447,11353080,12692722,12053794
16386492,11355643,12692731,12166690
16386645,11362967,12692744,12166696
16387638,11547688,12692863,12178873
16390407,11552637,12692881,12178880
16390592,11569058,12692889,12202419
16390714,11569078,12693024,12293626
16390737,11569264,12693043,12296971
16405528,11569282,12693256,12306132
16405529,11569293,12693277,12306145
16425548,11569319,12693284,12306165
16425557,11570916,12693310,12308097
16426146,11571058,12693351,12309758
16426153,11571379,12693384,12309767
16429074,11571531,12693400,12355771
16429095,11573795,12693432,12355915
16429230,11573798,12693446,12355942
16429251,11573805,12693473,12355946
16429348,11574373,12693553,12367617
16429387,11574933,12693560,12367811
16429401,11574934,12693566,12367843
16429411,11574946,12693586,12389567
16433288,11577046,12693659,12497402
16433447,11577052,12693689,12559242
16433466,11577106,12693690,12559286
16433564,11577109,12693712,12584516
16434681,11577301,12693733,12584526
16434688,11577749,12693738,12601671
16438158,11577866,12693814,12602361
16439187,11577881,12693828,12602430
16439529,11577981,12693863,12602521
16472819,11578001,12693874,12602585
16472986,11578643,12693883,12604517
16474338,11578689,12693907,12604532
16474395,11578857,12693914,12604537
16474402,11582719,12693956,12604696
16474447,11582745,12693969,12604910
16476596,11584488,12693994,12604927
16548230,11593119,12694025,12606570
16548520,11594925,12694031,12606738
16548635,11596892,12694036,12615274
16548705,11597143,12694038,12616127
16549065,11599495,12694048,12616293
16549075,11599689,12694087,12616299
16549139,11599773,12696655,12616347
16549236,11599916,12696878,12618034
16572607,11600134,12699424,12618086
16573213,11600409,12703595,12618203
16573265,11600515,12786901,12618276
16573401,11600529,12812510,12620843
16573442,11601002,12812594,12621159
16574679,11601205,15342394,12622891
16580666,11601210,15349642,12622937
16582469,11601348,15487345,12624022
16585657,11601369,15529064,12625167
16585878,11604057,15535172,12626853
16591593,11604586,15541395,12630004
16592176,11605122,15551109,12630566
16595383,11606379,15562384,12630568
16595509,11606687,15562642,12636515
16638560,11606689,15565567,12637191
16645537,11610209,15584652,12692853
16646727,11610213,15612037,12692854
16646816,11611057,15613040,12692863
16659703,11611244,15613107,12692870
16675171,11612613,15613117,12692873
16675390,11615752,15625572,12692887
16690487,11615929,15625887,12692888
16690835,11623875,15627614,12692889
16692122,11625682,15631410,12693256
16692233,11628572,15631442,12693411
16694333,11628722,15631572,12693422
16694664,11629528,15631636,12693423
16694891,11682403,15631867,12693463
16694927,11682595,15633580,12693471
16695047,11703733,15633618,12693473
16695138,11703755,15669596,12693481
16695488,11708879,15669668,12693794
16696792,11714510,15698895,12693796
16696856,11714658,15708029,12693977
16696923,11716320,15711078,12693994
16697294,11722968,15721141,12694024
16697314,11815589,15721451,12694025
16697323,11815771,15721533,12694029
16697442,11815791,15721611,12694031
16697589,11815797,15722446,12694036
16697696,11815860,15729715,12694038
16698034,11816266,15814910,12696655
16698096,11816875,15818903,12696878
16772334,11816938,15820360,12703595
16783675,11819453,15854494,12786901
16784014,11823789,15918927,12812496
16784234,11829409,15948246,12812510
16784304,11829424,15948261,12812528
16808228,11829576,16032133,12812594
16828991,11829765,16056701,12812734
16845626,11829827,16095694,15272888
16845660,11832795,16095893,15342394
16845778,11832808,16132524,15349642
16846178,11832885,16132677,15487345
16846249,11859681,16132814,15528179
16846310,11884520,16132992,15529064
16857817,11912019,16136566,15541313
16857904,11914035,16136704,15541395
16858113,11925198,16136724,15558788
16858150,11925199,16136750,15562384
16858151,12040265,16136832,15562606
16858178,12041450,16136948,15562642
16858239,12053794,16137186,15562774
16858352,12099967,16137216,15563496
16858722,12099979,16137278,15563497
16858784,12099983,16137304,15563894
16858862,12166690,16139350,15572961
16858954,12166696,16139379,15573409
16859187,12166727,16139472,15573410
16859529,12178571,16139522,15575606
16859749,12178595,16140529,15584652
16859779,12178629,16140611,15612037
16860016,12178873,16143347,15613040
16860344,12178880,16144333,15613107
16861014,12283289,16146005,15613117
16866225,12283388,16146113,15625572
16868407,12283390,16146143,15625887
16868437,12296971,16146152,15627614
16897236,12297219,16146502,15627640
16897237,12306132,16154491,15628250
16904067,12306145,16154601,15628399
16904160,12307885,16154615,15631410
16904198,12308097,16154642,15631442
16904256,12308151,16154840,15631572
16904369,12309758,16155484,15631580
16904456,12309767,16159296,15631636
16904647,12327462,16159370,15631867
16914099,12354818,16159687,15632009
16914720,12355771,16160820,15633580
16914834,12355915,16161190,15633618
16918321,12355942,16195800,15669596
16933504,12355946,16196062,15698870
16933750,12363406,16196248,15698895
16934002,12367617,16196362,15699906
16934108,12367755,16196556,15700008
16962491,12367811,16196645,15707978
16964612,12367843,16196814,15708029
16966101,12389567,16196823,15711078
16968186,12497402,16196956,15721141
16988136,12530894,16197003,15721451
16988159,12530921,16197281,15721479
17012541,12559147,16197403,15721533
17045080,12567444,16197423,15721611
17047324,12567813,16197638,15722072
17057027,12567893,16198000,15722098
17057192,12584395,16198043,15722114
17057918,12584516,16198158,15722137
17084123,12584526,16198221,15722241
17085316,12584537,16212512,15722253
17101886,12584573,16212979,15722318
17104575,12584695,16213416,15741005
17105581,12584737,16219895,15748815
17105693,12584915,16220055,15814910
17105720,12584920,16243793,15818903
17105741,12589104,16254443,15820360
17108356,12593497,16354735,15854494
17108407,12598002,16386492,15854496
17108904,12599013,16386645,15918927
17119258,12601671,16386752,15939861
17119403,12602361,16386835,15939864
17119607,12602430,16387638,16095893
17120087,12602521,16390407,16118567
17121949,12606570,16390592,16132524
17124934,12606738,16390714,16132677
17130625,12615179,16390737,16132814
17132724,12620575,16391225,16132845
17138478,12620843,16425548,16132992
17138503,12621159,16425557,16136566
17142947,12622891,16426146,16136704
17143182,12622937,16426153,16136724
17149503,12624022,16429074,16136750
17149759,12630004,16429095,16136818
17179611,12630947,16429251,16136819
17179666,12636515,16429348,16136832
17181273,12636582,16429387,16136948
17181701,12636776,16429401,16137186
17181789,12636807,16429411,16137216
17181809,12637191,16433288,16137278
17181903,12692027,16433338,16137304
17182027,12692573,16433410,16139350
17182914,12692576,16433422,16139379
17188261,12692592,16433441,16139472
17188309,12692604,16433447,16139522
17188416,12692731,16433466,16140529
17188579,12692772,16433564,16140611
17193227,12692781,16434681,16143347
17193405,12692784,16434688,16144333
17199169,12692854,16438158,16146005
17199629,12692863,16439187,16146113
17203422,12692889,16439529,16146143
17203465,12693411,16472819,16146152
17207323,12693539,16472986,16146502
17209519,12693553,16474402,16154491
17213966,12693560,16476596,16154601
17237229,12693566,16527453,16154615
17258335,12693586,16548230,16154642
17307805,12693712,16548520,16154840
17400525,12693738,16548635,16155484
17477717,12693814,16548705,16159296
17477845,12694031,16548849,16159370
17499279,12694038,16549065,16159687
17499568,12696655,16549075,16160820
17525541,12696878,16549139,16161019
17556734,12699424,16549236,16161190
17562393,12703595,16550318,16195800
17567322,12707114,16572607,16196062
17588228,12707119,16573213,16196248
17599836,12786901,16573265,16196362
17644310,12812510,16573401,16196556
17650164,12812594,16573442,16196645
17680370,12812615,16574679,16196814
17688801,12812622,16580666,16196823
17688884,12812734,16582469,16196956
17696093,15349642,16585657,16197003
17696334,15487345,16585878,16197281
17726847,15534989,16591593,16197403
17731195,15534999,16592176,16197423
17735675,15535172,16595383,16197638
17735698,15565567,16595509,16198000
17735709,15568255,16602262,16198043
17738401,15568292,16638560,16198158
17739497,15568297,16645537,16212512
17739584,15578180,16646727,16212979
17739899,15584652,16646816,16213416
17740039,15613040,16659703,16219895
17741965,15613107,16675171,16220253
17743755,15613117,16675390,16243793
17791326,15627614,16690487,16254443
17809025,15631572,16690835,16386447
17810884,15633580,16692122,16386492
17827463,15633618,16692233,16386526
17834329,15669596,16693605,16386537
17849433,15669668,16694333,16386627
17872195,15729715,16694664,16386645
17879511,15748815,16694891,16386696
17885782,15814910,16694927,16386752
17886944,15820360,16695047,16387638
17887150,15829145,16695138,16390354
17887300,15838003,16695488,16390407
17888871,15854151,16696704,16390592
17889254,15918927,16696792,16390714
17891384,15939861,16696856,16390737
17891788,15939864,16696923,16405528
17891792,15948246,16697294,16405529
17895236,15948261,16697314,16425548
17896394,16032133,16697323,16425557
17906316,16095893,16697442,16425947
17906782,16118567,16697589,16425982
17920750,16132524,16697696,16426103
17931209,16132677,16698034,16426146
17980842,16132814,16698096,16426153
17980981,16132845,16698403,16426154
18062621,16132992,16700926,16429009
18079286,16136566,16701346,16429074
18080122,16136750,16772334,16429095
18088242,16137278,16783675,16429230
18089340,16139379,16784014,16429251
18101667,16139522,16784234,16429326
18172991,16143347,16784304,16429348
18173093,16144333,16808228,16429387
18185842,16146113,16823012,16429401
18185930,16146143,16828991,16429411
18185935,16146152,16845542,16433278
18185985,16146502,16845626,16433284
18186111,16154491,16845660,16433288
18186384,16154601,16845778,16433319
18370257,16154615,16846178,16433338
18370310,16154642,16846249,16433410
18370333,16154840,16846310,16433421
18370430,16155484,16847912,16433422
18401341,16159296,16853162,16433434
18535659,16159370,16857817,16433441
18535708,16159687,16857904,16433447
18535839,16160820,16858113,16433453
18544635,16161019,16858178,16433456
18544659,16161190,16858239,16433466
18607193,16195800,16858352,16433564
18607988,16196062,16858722,16433731
18608466,16196362,16858784,16434681
18623228,16196556,16858862,16434688
18623339,16196645,16858954,16437329
18623358,16196814,16859187,16437332
18623438,16196823,16859529,16438127
18623551,16196956,16859749,16438158
18624921,16197003,16859779,16439187
18625125,16197281,16860016,16439529
18625145,16197403,16860344,16472819
18718530,16197423,16861014,16472986
18847785,16197638,16863969,16474211
18853514,16198043,16866225,16474338
18853517,16198158,16868407,16474395
18853613,16198221,16887493,16474402
18858235,16212512,16897318,16474430
18863717,16212979,16897500,16474447
18876007,16213221,16897520,16476596
18876146,16219895,16904067,16476958
18878369,16220055,16904160,16527453
18883352,16220253,16904198,16531736
18887024,16243793,16904256,16531737
18908788,16254443,16904369,16548230
18945158,16254620,16904456,16548520
18952537,16254624,16904647,16548635
18952671,16386645,16911520,16548705
18952678,16386752,16914099,16548849
18952701,16387638,16914720,16549065
18952704,16390164,16914834,16549075
18953944,16390354,16918321,16549139
18975827,16390407,16933504,16549236
19014328,16390592,16933750,16550318
19014496,16390714,16934002,16572607
19018693,16390737,16934108,16573213
19018702,16391225,16956420,16573265
19018732,16396587,16962491,16573401
19018733,16405528,16964612,16573442
19039100,16405529,16966101,16574679
19040963,16425548,16968186,16580666
19040967,16425557,16988136,16582469
19048719,16425741,16988159,16584655
19059275,16426357,17012541,16584658
19060900,16437332,17012630,16584659
19060936,16438158,17012818,16585657
19063122,16439529,17045080,16591593
19063365,16472819,17047324,16592176
19067946,16527453,17054357,16595383
19068029,16529477,17054630,16595509
19089284,16531736,17055255,16638560
19089536,16531737,17057027,16645537
19110324,16548230,17057192,16646727
19113442,16548520,17057918,16646816
19124809,16548635,17061920,16659703
19124972,16548705,17068955,16675171
19125502,16548849,17084017,16675390
19131188,16549065,17085316,16690487
19132032,16549075,17104575,16690835
19132173,16549139,17105581,16692122
19132238,16549236,17105693,16692233
19132425,16550318,17105724,16694333
19134985,16572607,17105741,16694664
19135152,16573213,17106625,16694891
19137623,16573265,17108356,16694927
19144374,16574679,17108407,16695047
19167009,16580666,17108904,16695138
19176782,16582469,17111083,16695488
19179167,16584655,17119258,16696704
19180574,16584658,17119403,16696792
19184768,16584659,17119607,16696856
19190010,16585657,17120087,16696923
19196584,16585878,17121949,16697294
19196733,16591593,17124934,16697314
19198015,16592176,17130625,16697323
19199864,16595383,17132525,16697442
19199916,16595509,17132724,16697589
19202633,16602262,17138478,16697696
19210164,16645537,17138503,16698034
19210386,16646727,17141377,16698096
19210716,16646816,17142947,16700926
19219699,16659703,17143182,16701346
19222159,16675390,17149503,16772334
19224142,16690487,17149759,16783675
19230090,16690835,17151662,16784014
19230094,16692122,17164409,16784234
19230098,16692233,17179166,16784304
19233125,16694333,17179611,16808228
19239100,16694664,17179666,16823003
19257786,16694891,17179756,16823005
19275743,16694927,17181032,16823012
19312114,16695047,17181273,16823023
19328584,16695138,17181701,16828991
19362067,16695488,17181789,16845542
19386391,16696704,17181809,16845626
19398500,16696792,17181903,16845660
19431570,16696856,17182027,16845778
19436107,16696923,17182914,16846178
19450415,16697294,17188261,16846249
19450423,16697314,17188309,16846310
19456346,16697323,17188416,16857817
19467853,16697442,17188579,16857904
19468313,16697696,17193227,16858113
19469240,16698034,17197238,16858150
19470232,16698096,17199169,16858151
19470701,16698403,17199629,16858178
19471634,16700926,17203422,16858239
19474943,16701278,17203465,16858352
19479363,16701346,17207323,16858722
19480129,16772334,17209519,16858784
19481132,16783675,17213966,16858862
19484086,16784304,17236143,16858954
19503116,16808228,17237229,16859187
19505121,16827351,17240661,16859529
19505169,16828991,17241646,16859749
19508444,16845542,17258146,16859779
19514920,16845626,17258335,16860016
19516795,16845660,17307805,16860344
19516947,16845778,17331934,16861014
19518933,16846178,17337077,16866225
19521996,16846249,17337917,16868407
19524402,16846310,17369475,16868437
19526353,16852929,17395142,16897216
19634844,16853162,17400525,16897222
19645085,16857817,17408916,16897236
19649512,16857904,17422718,16897237
19653850,16858113,17425969,16897318
19690164,16858150,17442116,16897367
19696483,16858151,17446382,16897500
19702847,16858178,17477717,16897520
19797709,16858239,17477845,16904067
19806843,16858352,17499279,16904160
19820711,16858722,17499568,16904198
19872394,16858784,17525541,16904256
19873052,16858862,17549784,16904369
19880695,16858954,17556734,16904456
19881687,16859187,17562393,16904647
19883574,16859529,17567322,16911520
19883681,16859749,17569616,16911678
19897231,16859779,17571998,16911696
19911314,16860016,17599836,16914099
19926203,16860344,17632626,16914720
19926382,16861014,17644310,16914834
19930333,16863969,17647372,16918321
19932139,16866225,17650164,16926459
19942028,16868407,17680370,16933504
